symbol,date,opening_price,closing_price,volume,market_cap_rank
SOL,2021-07-04,34.5,34.32,31107792.7,10
TON,2021-07-04,0.0,0.0,0.0,15
TRX,2021-07-04,0.06679,0.06738,3365906.96,13
USDC,2021-07-04,1.0,0.9997,15946.09,8
USDT,2021-07-04,1.0,1.001,297797.89,3
XRP,2021-07-04,0.6732,0.6958,30532974.41,6
ADA,2021-07-05,1.46,1.405,42506589.01,5
AVAX,2021-07-05,12.35,12.04,5247759.55,14
BNB,2021-07-05,307.82,302.15,35263682.01,4
BTC,2021-07-05,35287.97,33702.79,1072690410.4,1
DOGE,2021-07-05,0.2466,0.2313,37185852.16,7
DOT,2021-07-05,15.99,15.24,14229261.82,9
ETH,2021-07-05,2323.27,2196.71,817032182.71,2
LTC,2021-07-05,144.92,137.91,40541390.37,12
MATIC,2021-07-05,1.148,1.101,20041421.69,11
SOL,2021-07-05,34.32,32.93,39115681.62,10
TON,2021-07-05,0.0,0.0,0.0,15
TRX,2021-07-05,0.06738,0.06461,2921085.42,13
USDC,2021-07-05,0.9997,0.9991,31498.86,8
USDT,2021-07-05,1.0,1.0,31539.85,3
XRP,2021-07-05,0.6958,0.6533,55492808.51,6
ADA,2021-07-06,1.405,1.418,32474525.59,5
AVAX,2021-07-06,12.04,13.37,11330270.39,14
BNB,2021-07-06,302.15,320.29,55192050.7,4
BTC,2021-07-06,33702.79,34237.66,1123145329.6,1
DOGE,2021-07-06,0.2313,0.2343,29797249.99,7
DOT,2021-07-06,15.24,16.13,17211872.96,9
ETH,2021-07-06,2196.71,2322.63,852673341.75,2
LTC,2021-07-06,137.91,138.93,34666274.12,12
MATIC,2021-07-06,1.101,1.131,21425300.42,11
SOL,2021-07-06,32.93,34.23,45790676.65,10
TON,2021-07-06,0.0,0.0,0.0,15
TRX,2021-07-06,0.06461,0.06499,2341206.99,13
USDC,2021-07-06,0.9991,0.9997,32835.96,8
USDT,2021-07-06,1.0,1.0,32857.04,3
XRP,2021-07-06,0.6533,0.6652,33751096.82,6
ADA,2021-07-07,1.418,1.403,25367419.65,5
AVAX,2021-07-07,13.37,13.11,8063848.21,14
BNB,2021-07-07,320.29,328.01,53005020.07,4
BTC,2021-07-07,34237.66,33880.79,752074468.65,1
DOGE,2021-07-07,0.2343,0.2241,31266610.86,7
DOT,2021-07-07,16.13,16.86,26434254.92,9
ETH,2021-07-07,2322.63,2317.12,771174149.51,2
LTC,2021-07-07,138.93,137.42,34233091.46,12
MATIC,2021-07-07,1.131,1.129,21852492.55,11
SOL,2021-07-07,34.23,36.72,49213827.25,10
TON,2021-07-07,0.0,0.0,0.0,15
TRX,2021-07-07,0.06499,0.06431,2772977.47,13
USDC,2021-07-07,0.9997,1.0,21788.85,8
USDT,2021-07-07,0.9997,1.001,327344.82,3
XRP,2021-07-07,0.6652,0.652,26820038.83,6
ADA,2021-07-08,1.403,1.329,43575459.98,5
AVAX,2021-07-08,13.11,12.1,5928817.62,14
BNB,2021-07-08,328.01,310.27,42090343.18,4
BTC,2021-07-08,33880.79,32874.01,1573967671.27,1
DOGE,2021-07-08,0.2241,0.2071,50525633.55,8
DOT,2021-07-08,16.86,15.32,17418662.42,9
ETH,2021-07-08,2317.12,2114.51,1669543858.83,2
LTC,2021-07-08,137.42,132.15,43233106.13,12
MATIC,2021-07-08,1.129,1.041,28977463.22,11
SOL,2021-07-08,36.72,33.14,59127178.01,10
TON,2021-07-08,0.0,0.0,0.0,15
TRX,2021-07-08,0.06431,0.06113,2136213.62,13
USDC,2021-07-08,1.0,1.0,47884.85,7
USDT,2021-07-08,1.001,0.9992,766382.31,3
XRP,2021-07-08,0.652,0.6229,49807584.84,6
ADA,2021-07-09,1.329,1.35,40729463.81,5
AVAX,2021-07-09,12.1,12.54,6749774.27,14
BNB,2021-07-09,310.27,316.75,29204840.77,4
BTC,2021-07-09,32874.01,33804.2,853165387.13,1
DOGE,2021-07-09,0.2071,0.2198,59237401.14,7
DOT,2021-07-09,15.32,15.68,17288062.56,9
ETH,2021-07-09,2114.51,2145.67,1261710486.51,2
LTC,2021-07-09,132.15,134.56,31081231.8,12
MATIC,2021-07-09,1.041,1.052,24833268.89,11
SOL,2021-07-09,33.14,33.3,28767141.25,10
TON,2021-07-09,0.0,0.0,0.0,15
TRX,2021-07-09,0.06113,0.06236,2544317.09,13
USDC,2021-07-09,1.0,0.9998,25673.38,8
USDT,2021-07-09,0.9992,0.9995,594238.41,3
XRP,2021-07-09,0.6229,0.6368,45593430.33,6
ADA,2021-07-10,1.35,1.336,18561484.53,5
AVAX,2021-07-10,12.54,12.03,3113785.53,14
BNB,2021-07-10,316.75,316.12,26313160.32,4
BTC,2021-07-10,33804.2,33515.13,651899496.99,1
DOGE,2021-07-10,0.2198,0.2137,41592310.22,7
DOT,2021-07-10,15.68,15.29,8435075.22,9
ETH,2021-07-10,2145.67,2110.47,539204127.95,2
LTC,2021-07-10,134.47,133.96,46891436.59,12
MATIC,2021-07-10,1.052,1.03,17525800.07,11
SOL,2021-07-10,33.3,31.72,28153987.76,10
TON,2021-07-10,0.0,0.0,0.0,15
TRX,2021-07-10,0.06236,0.06139,2241148.02,13
USDC,2021-07-10,0.9998,0.9999,19343.77,8
USDT,2021-07-10,0.9997,1.0,19349.44,3
XRP,2021-07-10,0.6368,0.6251,26381246.58,6
ADA,2021-07-11,1.336,1.348,17131802.53,5
AVAX,2021-07-11,12.03,12.44,3186606.72,14
BNB,2021-07-11,316.12,322.22,26126782.53,4
BTC,2021-07-11,33515.13,34249.3,533337900.01,1
DOGE,2021-07-11,0.2137,0.2158,24851965.15,7
DOT,2021-07-11,15.29,15.48,3855649.1,9
ETH,2021-07-11,2110.47,2140.45,337296664.18,2
LTC,2021-07-11,133.96,134.19,44073343.29,12
MATIC,2021-07-11,1.03,1.042,10457888.25,11
SOL,2021-07-11,31.72,32.19,14899158.96,10
TON,2021-07-11,0.0,0.0,0.0,15
TRX,2021-07-11,0.06139,0.06166,1386856.44,13
USDC,2021-07-11,0.9999,1.0,15725.62,8
USDT,2021-07-11,1.0,1.0,15724.32,3
XRP,2021-07-11,0.6251,0.6359,16489109.31,6
ADA,2021-07-12,1.348,1.314,27617453.98,5
AVAX,2021-07-12,12.44,12.16,4403364.78,14
BNB,2021-07-12,322.22,316.1,35935636.86,4
BTC,2021-07-12,34249.3,33088.51,1039311244.06,1
DOGE,2021-07-12,0.2158,0.2081,39367170.54,7
DOT,2021-07-12,15.48,14.88,11067548.41,9
ETH,2021-07-12,2140.45,2032.88,713106274.89,2
LTC,2021-07-12,134.24,133.43,42539917.49,12
MATIC,2021-07-12,1.042,0.9951,23152142.93,11
SOL,2021-07-12,32.19,30.78,21170820.44,10
TON,2021-07-12,0.0,0.0,0.0,15
TRX,2021-07-12,0.06166,0.06007,1475268.59,13
USDC,2021-07-12,1.0,0.9986,31031.01,8
USDT,2021-07-12,1.0,0.9996,31061.65,3
XRP,2021-07-12,0.6359,0.6296,40507889.43,6
ADA,2021-07-13,1.314,1.265,36092318.07,5
AVAX,2021-07-13,12.16,11.91,4045685.33,14
BNB,2021-07-13,316.1,308.94,26820296.79,4
BTC,2021-07-13,33088.51,32737.47,837278173.94,1
DOGE,2021-07-13,0.2081,0.1999,40542243.5,8
DOT,2021-07-13,14.88,14.18,9024183.4,9
ETH,2021-07-13,2032.88,1940.61,808408679.47,2
LTC,2021-07-13,133.28,131.54,59281220.34,12
MATIC,2021-07-13,0.9951,0.9456,21993333.17,11
SOL,2021-07-13,30.78,29.12,20312896.84,10
TON,2021-07-13,0.0,0.0,0.0,15
TRX,2021-07-13,0.06007,0.05927,1678501.44,13
USDC,2021-07-13,0.9986,1.001,25577.09,7
USDT,2021-07-13,0.9996,1.0,25569.84,3
XRP,2021-07-13,0.6296,0.6195,31489900.67,6
ADA,2021-07-14,1.265,1.263,42740406.97,5
AVAX,2021-07-14,11.91,11.79,4450981.38,14
BNB,2021-07-14,308.94,309.41,32975062.92,4
BTC,2021-07-14,32737.47,32820.5,883070516.73,1
DOGE,2021-07-14,0.1999,0.1975,50978657.55,8
DOT,2021-07-14,14.18,13.8,13883017.46,9
ETH,2021-07-14,1940.61,1994.22,758228459.63,2
LTC,2021-07-14,131.45,131.0,32708937.21,12
MATIC,2021-07-14,0.9456,0.9286,37271619.8,11
SOL,2021-07-14,29.12,31.36,34780123.51,10
TON,2021-07-14,0.0,0.0,0.0,15
TRX,2021-07-14,0.05927,0.05984,2295785.53,13
USDC,2021-07-14,1.001,1.0,27272.84,7
USDT,2021-07-14,1.0,1.0,27264.02,3
XRP,2021-07-14,0.6195,0.6202,34047278.09,6
ADA,2021-07-15,1.263,1.226,32855655.63,5
AVAX,2021-07-15,11.79,11.39,2689739.27,14
BNB,2021-07-15,309.41,315.71,57062736.32,4
BTC,2021-07-15,32820.5,31867.46,1073939852.55,1
DOGE,2021-07-15,0.1975,0.1851,38905273.16,8
DOT,2021-07-15,13.8,13.09,15217318.39,9
ETH,2021-07-15,1994.22,1918.17,858515598.28,2
LTC,2021-07-15,131.0,125.77,33692968.25,12
MATIC,2021-07-15,0.9286,0.8785,24629330.5,11
SOL,2021-07-15,31.36,28.55,32782769.57,10
TON,2021-07-15,0.0,0.0,0.0,15
TRX,2021-07-15,0.05984,0.05796,3060195.94,13
USDC,2021-07-15,1.0,1.002,33720.47,7
USDT,2021-07-15,1.0,1.0,33649.55,3
XRP,2021-07-15,0.6202,0.5969,37748294.03,6
ADA,2021-07-16,1.226,1.172,32488151.5,5
AVAX,2021-07-16,11.39,10.81,4299048.57,14
BNB,2021-07-16,315.71,303.04,51963481.19,4
BTC,2021-07-16,31867.46,31401.76,812765644.4,1
DOGE,2021-07-16,0.1851,0.172,49845757.94,8
DOT,2021-07-16,13.09,12.04,14157518.81,9
ETH,2021-07-16,1918.17,1877.05,682133152.13,2
LTC,2021-07-16,125.77,120.69,28265746.69,12
MATIC,2021-07-16,0.8785,0.8116,27858925.43,11
SOL,2021-07-16,28.55,26.27,27674279.4,10
TON,2021-07-16,0.0,0.0,0.0,15
TRX,2021-07-16,0.05796,0.05574,4424360.72,13
USDC,2021-07-16,1.002,1.0,25614.81,7
USDT,2021-07-16,1.0,1.001,25615.36,3
XRP,2021-07-16,0.5969,0.5897,33238605.6,6
ADA,2021-07-17,1.172,1.173,25644632.59,5
AVAX,2021-07-17,10.81,10.96,1586245.22,14
BNB,2021-07-17,303.04,300.59,37458638.03,4
BTC,2021-07-17,31401.76,31546.64,881285396.92,1
DOGE,2021-07-17,0.172,0.187,125003970.91,8
DOT,2021-07-17,12.04,12.29,12191423.94,9
ETH,2021-07-17,1877.05,1899.96,526262391.22,2
LTC,2021-07-17,120.69,120.0,24880119.98,12
MATIC,2021-07-17,0.8116,0.801,22161187.25,11
SOL,2021-07-17,26.27,26.75,20299598.31,10
TON,2021-07-17,0.0,0.0,0.0,15
TRX,2021-07-17,0.05574,0.05593,2284279.88,13
USDC,2021-07-17,1.0,1.001,27949.72,7
USDT,2021-07-17,1.001,1.001,27951.88,3
XRP,2021-07-17,0.5897,0.5821,29493659.85,6
ADA,2021-07-18,1.173,1.183,19246511.23,5
AVAX,2021-07-18,10.96,10.7,2036973.11,14
BNB,2021-07-18,300.59,302.11,28268680.96,4
BTC,2021-07-18,31546.64,31806.3,796652696.45,1
DOGE,2021-07-18,0.187,0.1818,51854983.36,8
DOT,2021-07-18,12.29,12.65,21516581.12,9
ETH,2021-07-18,1899.96,1891.96,563444548.7,2
LTC,2021-07-18,120.0,119.29,26959514.48,12
MATIC,2021-07-18,0.801,0.7943,19619561.85,11
SOL,2021-07-18,26.75,26.67,11427545.35,10
TON,2021-07-18,0.0,0.0,0.0,15
TRX,2021-07-18,0.05593,0.05618,1354904.12,13
USDC,2021-07-18,1.001,1.001,25097.69,7
USDT,2021-07-18,1.001,1.001,25100.12,3
XRP,2021-07-18,0.5821,0.5877,22101448.95,6
ADA,2021-07-19,1.183,1.122,26985843.86,5
AVAX,2021-07-19,10.7,10.19,1665960.39,14
BNB,2021-07-19,302.11,280.36,33528636.55,4
BTC,2021-07-19,31806.3,30847.55,1179342118.61,1
DOGE,2021-07-19,0.1818,0.1735,45033034.44,8
DOT,2021-07-19,12.65,11.43,11373547.94,9
ETH,2021-07-19,1891.96,1818.6,755083019.62,2
LTC,2021-07-19,119.29,113.16,30772436.79,11
MATIC,2021-07-19,0.7943,0.7331,22251548.47,12
SOL,2021-07-19,26.67,24.5,28749731.09,10
TON,2021-07-19,0.0,0.0,0.0,15
TRX,2021-07-19,0.05618,0.05362,1930465.19,13
USDC,2021-07-19,1.001,1.001,38089.96,6
USDT,2021-07-19,1.001,1.0,38076.77,3
XRP,2021-07-19,0.5877,0.5574,35509178.2,7
ADA,2021-07-20,1.122,1.055,69767786.57,5
AVAX,2021-07-20,10.19,9.639,2096357.2,14
BNB,2021-07-20,280.36,264.55,39644682.45,4
BTC,2021-07-20,30847.55,29795.55,1291958152.32,1
DOGE,2021-07-20,0.1735,0.1705,93906399.18,8
DOT,2021-07-20,11.43,10.97,18759167.45,9
ETH,2021-07-20,1818.6,1786.52,1129313606.55,2
LTC,2021-07-20,113.16,107.3,47927510.69,11
MATIC,2021-07-20,0.7331,0.6886,70202167.71,12
SOL,2021-07-20,24.5,23.46,40881396.03,10
TON,2021-07-20,0.0,0.0,0.0,15
TRX,2021-07-20,0.05362,0.05058,2926105.75,13
USDC,2021-07-20,1.001,1.0,43338.83,6
USDT,2021-07-20,1.0,1.0,43348.41,3
XRP,2021-07-20,0.5574,0.529,40022684.7,7
ADA,2021-07-21,1.055,1.169,67879337.32,5
AVAX,2021-07-21,9.639,10.43,3072302.71,14
BNB,2021-07-21,264.55,292.97,69375712.56,4
BTC,2021-07-21,29795.55,32139.48,1538668590.41,1
DOGE,2021-07-21,0.1705,0.1903,209742902.14,8
DOT,2021-07-21,10.97,12.32,42779524.24,9
ETH,2021-07-21,1786.52,1994.98,1115295604.75,2
LTC,2021-07-21,107.3,117.61,46697056.65,12
MATIC,2021-07-21,0.6886,0.8888,133006905.55,11
SOL,2021-07-21,23.46,26.63,61233542.52,10
TON,2021-07-21,0.0,0.0,0.0,15
TRX,2021-07-21,0.05058,0.05381,5054033.72,13
USDC,2021-07-21,1.0,1.0,48933.21,7
USDT,2021-07-21,1.0,1.0,48927.96,3
XRP,2021-07-21,0.529,0.5711,48126469.98,6
ADA,2021-07-22,1.169,1.186,33304963.68,5
AVAX,2021-07-22,10.43,10.83,3077763.0,14
BNB,2021-07-22,292.97,293.58,52138200.92,4
BTC,2021-07-22,32139.48,32299.47,785311959.3,1
DOGE,2021-07-22,0.1903,0.1912,61047986.06,8
DOT,2021-07-22,12.32,13.16,34125127.34,9
ETH,2021-07-22,1994.98,2024.74,764626427.4,2
LTC,2021-07-22,117.61,120.75,27079825.68,12
MATIC,2021-07-22,0.8888,0.8808,105404629.02,11
SOL,2021-07-22,26.63,27.71,61897418.28,10
TON,2021-07-22,0.0,0.0,0.0,15
TRX,2021-07-22,0.05381,0.05531,2769661.7,13
USDC,2021-07-22,1.0,1.0,24414.78,7
USDT,2021-07-22,1.0,1.0,24419.6,3
XRP,2021-07-22,0.5711,0.5924,47358046.96,6
ADA,2021-07-23,1.186,1.207,25836119.46,5
AVAX,2021-07-23,10.83,11.08,1964019.94,14
BNB,2021-07-23,293.58,299.24,52591954.16,4
BTC,2021-07-23,32299.47,33637.92,765209760.41,1
DOGE,2021-07-23,0.1912,0.1948,49671623.99,8
DOT,2021-07-23,13.16,13.4,31025040.53,9
ETH,2021-07-23,2024.74,2125.57,724351214.33,2
LTC,2021-07-23,120.75,124.24,28609582.75,12
MATIC,2021-07-23,0.8808,0.9486,65399546.23,11
SOL,2021-07-23,27.71,28.51,59850394.72,10
TON,2021-07-23,0.0,0.0,0.0,15
TRX,2021-07-23,0.05531,0.05593,1967142.36,13
USDC,2021-07-23,1.0,1.001,23490.79,7
USDT,2021-07-23,1.0,1.001,23491.7,3
XRP,2021-07-23,0.5924,0.6095,41617590.19,6
ADA,2021-07-24,1.207,1.234,31267655.95,5
AVAX,2021-07-24,11.08,11.16,2056344.02,14
BNB,2021-07-24,299.24,301.75,49771612.93,4
BTC,2021-07-24,33637.92,34282.56,686017155.75,1
DOGE,2021-07-24,0.1948,0.1971,65966662.33,8
DOT,2021-07-24,13.4,13.78,29579583.9,9
ETH,2021-07-24,2125.57,2185.98,800523696.67,2
LTC,2021-07-24,124.24,126.11,33273082.39,12
MATIC,2021-07-24,0.9486,0.9487,45601984.22,11
SOL,2021-07-24,28.51,28.65,53931962.33,10
TON,2021-07-24,0.0,0.0,0.0,15
TRX,2021-07-24,0.05593,0.05733,1503608.78,13
USDC,2021-07-24,1.001,1.001,20227.97,7
USDT,2021-07-24,1.001,1.001,372060.14,3
XRP,2021-07-24,0.6095,0.6095,27718007.14,6
ADA,2021-07-25,1.234,1.229,23368546.32,5
AVAX,2021-07-25,11.16,11.25,2085443.52,14
BNB,2021-07-25,301.75,302.88,38029410.85,4
BTC,2021-07-25,34282.56,35369.93,781929775.48,1
DOGE,2021-07-25,0.1971,0.198,46942364.39,8
DOT,2021-07-25,13.78,13.73,27769381.23,9
ETH,2021-07-25,2185.98,2194.34,486982701.92,2
LTC,2021-07-25,126.11,127.62,31242237.46,12
MATIC,2021-07-25,0.9487,0.9395,32323588.86,11
SOL,2021-07-25,28.65,28.19,41313830.65,10
TON,2021-07-25,0.0,0.0,0.0,15
TRX,2021-07-25,0.05733,0.05784,1755506.99,13
USDC,2021-07-25,1.001,0.9993,22668.9,7
USDT,2021-07-25,1.001,0.9997,22678.32,3
XRP,2021-07-25,0.6095,0.6069,19406181.77,6
ADA,2021-07-26,1.229,1.256,107277399.85,5
AVAX,2021-07-26,11.25,11.46,5014212.85,14
BNB,2021-07-26,302.88,303.93,69424257.3,4
BTC,2021-07-26,35369.93,37269.52,3840983132.28,1
DOGE,2021-07-26,0.198,0.2039,222006665.04,8
DOT,2021-07-26,13.73,13.93,67144577.37,9
ETH,2021-07-26,2194.34,2228.67,1749133447.44,2
LTC,2021-07-26,127.62,131.25,87861542.26,12
MATIC,2021-07-26,0.9395,1.015,130837329.78,11
SOL,2021-07-26,28.19,28.22,97459378.9,10
TON,2021-07-26,0.0,0.0,0.0,15
TRX,2021-07-26,0.05784,0.05859,4970757.91,13
USDC,2021-07-26,0.9993,1.0,100276.88,7
USDT,2021-07-26,0.9997,1.001,100330.65,3
XRP,2021-07-26,0.6069,0.625,84911880.91,6
ADA,2021-07-27,1.256,1.28,53421500.18,5
AVAX,2021-07-27,11.46,11.94,2923792.95,14
BNB,2021-07-27,303.93,313.73,37292749.76,4
BTC,2021-07-27,37269.52,39496.69,2197490232.78,1
DOGE,2021-07-27,0.2039,0.206,78745746.16,8
DOT,2021-07-27,13.93,14.39,47670207.43,9
ETH,2021-07-27,2228.67,2301.98,1127164753.79,2
LTC,2021-07-27,131.25,134.76,52310911.1,12
MATIC,2021-07-27,1.015,1.041,74607347.03,11
SOL,2021-07-27,28.22,28.14,46959511.42,10
TON,2021-07-27,0.0,0.0,0.0,15
TRX,2021-07-27,0.05859,0.06018,3030783.36,13
USDC,2021-07-27,1.0,1.001,58233.11,7
USDT,2021-07-27,1.001,1.001,58221.81,3
XRP,2021-07-27,0.625,0.6455,49523667.04,6
ADA,2021-07-28,1.28,1.287,38644325.56,5
AVAX,2021-07-28,11.94,12.32,4306054.27,14
BNB,2021-07-28,313.96,313.96,64837830.36,4
BTC,2021-07-28,39496.69,40030.01,2662886395.8,1
DOGE,2021-07-28,0.206,0.2056,79805211.21,8
DOT,2021-07-28,14.39,14.54,36610828.71,9
ETH,2021-07-28,2301.98,2301.12,883372200.32,2
LTC,2021-07-28,134.76,140.42,66172878.32,12
MATIC,2021-07-28,1.041,1.018,53304805.94,11
SOL,2021-07-28,28.14,27.88,40060927.31,10
TON,2021-07-28,0.0,0.0,0.0,15
TRX,2021-07-28,0.06018,0.06065,3841511.28,13
USDC,2021-07-28,1.001,1.001,66812.43,7
USDT,2021-07-28,1.001,1.0,66769.22,3
XRP,2021-07-28,0.6455,0.7339,152874124.32,6
ADA,2021-07-29,1.287,1.284,29005091.73,5
AVAX,2021-07-29,12.32,12.42,4502079.55,14
BNB,2021-07-29,313.82,317.13,30488086.01,4
BTC,2021-07-29,40030.01,40030.52,1257968294.92,1
DOGE,2021-07-29,0.2056,0.2048,37747882.58,8
DOT,2021-07-29,14.54,15.26,39701831.97,9
ETH,2021-07-29,2301.12,2383.24,669545747.5,2
LTC,2021-07-29,140.42,141.47,43617143.76,12
MATIC,2021-07-29,1.018,1.028,19324278.76,11
SOL,2021-07-29,27.88,31.28,52394282.89,10
TON,2021-07-29,0.0,0.0,0.0,15
TRX,2021-07-29,0.06065,0.06185,2374913.1,13
USDC,2021-07-29,1.001,1.0,31549.9,7
USDT,2021-07-29,1.0,1.0,31549.16,3
XRP,2021-07-29,0.7339,0.7495,75964390.43,6
ADA,2021-07-30,1.284,1.311,34534651.14,5
AVAX,2021-07-30,12.42,12.99,3605764.94,14
BNB,2021-07-30,317.13,322.88,38858554.33,4
BTC,2021-07-30,40030.52,42231.83,1698014609.78,1
DOGE,2021-07-30,0.2048,0.2088,63951780.78,7
DOT,2021-07-30,15.26,15.81,44884150.91,9
ETH,2021-07-30,2383.24,2463.61,998308862.77,2
LTC,2021-07-30,141.47,145.63,48723350.46,12
MATIC,2021-07-30,1.028,1.067,39691279.37,11
SOL,2021-07-30,31.28,32.38,78140046.46,10
TON,2021-07-30,0.0,0.0,0.0,15
TRX,2021-07-30,0.06185,0.06323,2678014.92,13
USDC,2021-07-30,1.0,1.001,42471.73,8
USDT,2021-07-30,1.0,1.001,42463.14,3
XRP,2021-07-30,0.7495,0.7524,86959552.86,6
ADA,2021-07-31,1.311,1.318,30409147.12,5
AVAX,2021-07-31,12.99,13.55,4752247.9,14
BNB,2021-07-31,322.88,332.58,52150509.7,4
BTC,2021-07-31,42231.83,41474.72,1056705603.97,1
DOGE,2021-07-31,0.2088,0.2079,47790583.84,7
DOT,2021-07-31,15.81,16.79,52374335.2,9
ETH,2021-07-31,2463.61,2531.75,638035305.39,2
LTC,2021-07-31,145.63,144.44,35223856.93,12
MATIC,2021-07-31,1.067,1.083,29982896.88,11
SOL,2021-07-31,32.38,36.74,77556257.28,10
TON,2021-07-31,0.0,0.0,0.0,15
TRX,2021-07-31,0.06323,0.06404,1643558.41,13
USDC,2021-07-31,1.001,0.9988,25326.17,8
USDT,2021-07-31,1.001,1.002,25401.14,3
XRP,2021-07-31,0.7524,0.7456,32122462.27,6
ADA,2021-08-01,1.318,1.316,50338495.66,5
AVAX,2021-08-01,13.55,12.85,6245323.33,14
BNB,2021-08-01,332.58,332.79,62345305.95,4
BTC,2021-08-01,41474.72,39870.76,1385907257.88,1
DOGE,2021-08-01,0.2079,0.2045,62356674.53,8
DOT,2021-08-01,16.79,18.42,115048736.5,9
ETH,2021-08-01,2531.75,2556.41,1405547764.41,2
LTC,2021-08-01,144.44,140.42,57900372.04,12
MATIC,2021-08-01,1.083,1.05,41155546.51,11
SOL,2021-08-01,36.74,34.2,68663489.88,10
TON,2021-08-01,0.0,0.0,0.0,15
TRX,2021-08-01,0.06404,0.0633,3328980.4,13
USDC,2021-08-01,0.9988,0.9998,33619.64,7
USDT,2021-08-01,1.002,1.0,541177.05,3
XRP,2021-08-01,0.7456,0.7245,53474159.68,6
ADA,2021-08-02,1.316,1.31,28151492.37,5
AVAX,2021-08-02,12.85,12.98,3359765.95,14
BNB,2021-08-02,332.79,330.72,33984294.96,4
BTC,2021-08-02,39870.76,39158.53,1308894644.03,1
DOGE,2021-08-02,0.2045,0.2034,33950171.85,8
DOT,2021-08-02,18.42,18.01,61160358.06,9
ETH,2021-08-02,2556.41,2608.44,1270507490.79,2
LTC,2021-08-02,140.42,141.37,49184141.54,12
MATIC,2021-08-02,1.05,1.046,31242580.94,11
SOL,2021-08-02,34.2,33.19,56655330.01,10
TON,2021-08-02,0.0,0.0,0.0,15
TRX,2021-08-02,0.0633,0.06472,2380546.95,13
USDC,2021-08-02,0.9998,1.0,33108.87,7
USDT,2021-08-02,1.0,1.0,33115.67,3
XRP,2021-08-02,0.7245,0.739,55456103.1,6
ADA,2021-08-03,1.31,1.368,53758661.09,5
AVAX,2021-08-03,12.98,12.56,4408339.52,14
BNB,2021-08-03,330.72,323.31,36223545.64,4
BTC,2021-08-03,39158.53,38189.3,1466921591.54,1
DOGE,2021-08-03,0.2034,0.196,38224247.52,8
DOT,2021-08-03,18.01,17.38,42686530.36,9
ETH,2021-08-03,2608.44,2508.21,1201033361.49,2
LTC,2021-08-03,141.37,138.4,34324893.5,12
MATIC,2021-08-03,1.046,1.022,22568261.6,11
SOL,2021-08-03,33.19,34.11,70985243.21,10
TON,2021-08-03,0.0,0.0,0.0,15
TRX,2021-08-03,0.06472,0.06394,2299797.16,13
USDC,2021-08-03,1.0,1.0,38238.02,7
USDT,2021-08-03,1.0,0.9996,38208.61,3
XRP,2021-08-03,0.739,0.7132,53360581.34,6
ADA,2021-08-04,1.368,1.377,42139434.55,5
AVAX,2021-08-04,12.56,13.7,5520812.18,14
BNB,2021-08-04,323.31,334.84,23314499.56,4
BTC,2021-08-04,38189.3,39738.56,1318983897.48,1
DOGE,2021-08-04,0.196,0.2014,43748919.45,8
DOT,2021-08-04,17.38,19.15,63599307.1,9
ETH,2021-08-04,2508.21,2725.72,1182974472.34,2
LTC,2021-08-04,138.4,142.56,33786508.3,12
MATIC,2021-08-04,1.022,1.053,17928957.79,11
SOL,2021-08-04,34.11,35.78,59194371.63,10
TON,2021-08-04,0.0,0.0,0.0,15
TRX,2021-08-04,0.06394,0.06726,2828983.05,13
USDC,2021-08-04,1.0,0.9999,34031.36,7
USDT,2021-08-04,0.9996,1.0,34037.5,3
XRP,2021-08-04,0.7132,0.7308,36734011.29,6
ADA,2021-08-05,1.377,1.387,40428282.27,5
AVAX,2021-08-05,13.7,13.85,6483509.02,14
BNB,2021-08-05,334.88,338.19,72686890.86,4
BTC,2021-08-05,39738.56,40888.18,2357831521.97,1
DOGE,2021-08-05,0.2014,0.2009,40211575.1,8
DOT,2021-08-05,19.15,19.13,57151121.17,9
ETH,2021-08-05,2725.72,2829.23,1840893881.29,2
LTC,2021-08-05,142.56,143.57,49785467.28,12
MATIC,2021-08-05,1.053,1.065,24574159.84,11
SOL,2021-08-05,35.78,37.37,88384144.41,10
TON,2021-08-05,0.0,0.0,0.0,15
TRX,2021-08-05,0.06726,0.07015,4595909.31,13
USDC,2021-08-05,0.9999,0.9998,59737.97,7
USDT,2021-08-05,1.0,1.001,59787.74,3
XRP,2021-08-05,0.7308,0.7336,37080439.98,6
ADA,2021-08-06,1.387,1.402,51224897.78,5
AVAX,2021-08-06,13.85,14.77,6995828.56,14
BNB,2021-08-06,338.19,342.43,76508739.44,4
BTC,2021-08-06,40888.18,42852.18,2009167763.65,1
DOGE,2021-08-06,0.2009,0.2047,61411712.83,8
DOT,2021-08-06,19.13,20.43,64869914.83,9
ETH,2021-08-06,2829.23,2892.36,1602017697.15,2
LTC,2021-08-06,143.57,147.88,61478796.45,12
MATIC,2021-08-06,1.065,1.08,28006011.32,11
SOL,2021-08-06,37.37,39.52,73180864.79,10
TON,2021-08-06,0.0,0.0,0.0,15
TRX,2021-08-06,0.07015,0.07183,3448475.15,13
USDC,2021-08-06,0.9998,1.0,48256.33,7
USDT,2021-08-06,1.001,1.0,48275.04,3
XRP,2021-08-06,0.7336,0.7473,34025225.04,6
ADA,2021-08-07,1.402,1.475,64995565.84,5
AVAX,2021-08-07,14.77,15.85,9290010.5,14
BNB,2021-08-07,342.41,356.51,40814312.0,4
