"name","restaurant_name","identifier","price_usd"
"YELLOWTAIL NIGIRI","SUSHI CLOUD","358 W 38TH ST, UBEREATS, LOS ANGELES, CA",7
"YELLOWTAIL NIGIRI","SUSHI COURT","GRUBHUB, FAYETTEVILLE, NC",5.25
"YELLOWTAIL NIGIRI","SUSHI CUTIE","720 W HIGHLAND AVE, UBEREATS, PHOENIX, AZ",7
"YELLOWTAIL NIGIRI","SUSHI DEL REY","UBEREATS, LOS ANGELES, CA",8
"YELLOWTAIL NIGIRI","SUSHI GRILL","GRUBHUB, VALLEJO, CA",4.99
"YELLOWTAIL NIGIRI","SUSHI JEJU","GRUBHUB, FORT COLLINS, CO",6.5
"YELLOWTAIL NIGIRI","SUSHI NORI","GRUBHUB, ESCONDIDO, CA",6.5
"YELLOWTAIL NIGIRI","SUSHI POP","UBEREATS, HOUSTON, TX",2.79
"YELLOWTAIL NIGIRI","SUSHI SAN & THAI JAI DEE","BALTIMORE, MD",6.5
"YELLOWTAIL NIGIRI","SUSHI SENSEI","720 W HIGHLAND AVE, UBEREATS, PHOENIX, AZ",5.95
"YELLOWTAIL NIGIRI","SUSHI ZUSHI","LINCOLN HEIGHTS, UBEREATS, SAN ANTONIO, TX",6.19
"YELLOWTAIL NIGIRI","TA CA SUSHI & JAPANESE FUSION","GRUBHUB, SAVANNAH, GA",7
"YELLOWTAIL NIGIRI","TANGO","GRUBHUB, PHILADELPHIA, PA",6
"YELLOWTAIL NIGIRI","TATSU-SUSHI","GRUBHUB, WALNUT CREEK, CA",6
"YELLOWTAIL NIGIRI","TEISUI","NEW YORK, NY",6
"YELLOWTAIL NIGIRI","THAI OISHI RESTAURANT","GRUBHUB, LAKELAND, FL",2.75
"YELLOWTAIL NIGIRI","THE BACKHOUSE YAKITORI & SUSHI","GRUBHUB, HUNTINGTON BEACH, CA",7
"YELLOWTAIL NIGIRI","THE ORIENT","GRUBHUB, GREENVILLE, SC",3.5
"YELLOWTAIL NIGIRI","THREE SAMURAI RESTAURANT","GRUBHUB, CORALVILLE, IA",5
"YELLOWTAIL NIGIRI","TIGER ASIAN BOWL","GRUBHUB, ALLEN, TX",6.95
"YELLOWTAIL NIGIRI","TOKYO BANGKOK","GRUBHUB, ALBUQUERQUE, NM",8.5
"YELLOWTAIL NIGIRI","TONY CHAN'S WATER CLUB","GRUBHUB, MIAMI, FL",3.95
"YELLOWTAIL NIGIRI","TRAPPER'S SUSHI - FEDERAL WAY","FEDERAL, WA",5.5
"YELLOWTAIL NIGIRI","TRAPPER'S SUSHI - KENT STATION","KENT, WA",5.5
"YELLOWTAIL NIGIRI","UMAII","GRUBHUB, WILMINGTON, NC",5.95
"YELLOWTAIL NIGIRI","VOLCANO STEAK & SUSHI","UBEREATS, WOODSTOCK, GA",8.05
"YELLOWTAIL NIGIRI","WASABI SUSHI BAR GRILL","GRUBHUB, LITTLE ROCK, AR",5.5
"YELLOWTAIL NIGIRI","YAO'S CHINA BISTRO","GRUBHUB, MEMPHIS, TN",5.45
"YELLOWTAIL NIGIRI","YATAI","UBEREATS, CHICAGO, IL",2.8
"YELLOWTAIL NIGIRI","YO! ZUSHI","GRUBHUB, SEATTLE, WA",5
"YELLOWTAIL NIGIRI","YOSHIMATSU JAPANESE EATERY","GRUBHUB, TUCSON, AZ",6.9
"YELLOWTAIL NIGIRI","ZENNA","DALLAS, TX",5.75
"YELLOWTAIL NIGIRI","ZUKI JAPANESE BISTRO","RICHARDSON, TX",5.95
"YELLOWTAIL NIGIRI (2 PCS)","MOTO SUSHI","UBEREATS, PHOENIX, AZ",8
"YELLOWTAIL NIGIRI (2 PCS)","SUSHI CUTIE","UBEREATS, LOS ANGELES, CA",8.75
"YELLOWTAIL NIGIRI (2 PCS)","SUSHI GO-GO","UBEREATS, HOUSTON, TX",6
"YELLOWTAIL NIGIRI (2 PCS)","VOLCANO STEAK AND SUSHI","UBEREATS, KENNESAW, GA",7.5
"YELLOWTAIL NIGIRI (2)","CHIN CHIN CHINESE","1715 HOWELL MILL ROAD, DOORDASH, ATLANTA, GA",6.45
"YELLOWTAIL NIGIRI (2PCS)","HIKARI JAPANESE STEAKHOUSE AND SUSHI","GRUBHUB, LAS VEGAS, NV",3.95
"YELLOWTAIL NIGIRI (6 PIECES)","MIZU JAPANESE STEAK","GRUBHUB, SEATTLE, WA",15
"YELLOWTAIL NIGIRI (HAMACHI)","MRS FISH","UBEREATS, LOS ANGELES, CA",8
"YELLOWTAIL NIGIRI (HAMACHI)","NAMI SUSHI","SAN DIEGO, CA",5.75
"YELLOWTAIL NIGIRI (HAMACHI) (2 PCS)","SUSHI + ROTARY SUSHI BAR (CHINATOWN- ARCHER AVE.)","UBEREATS, CHICAGO, IL",4.3
"YELLOWTAIL NIGIRI (HAMACHI) 2PC","DOKYO DAUNTAUN","GRUBHUB, CORPUS CHRISTI, TX",9.14
"YELLOWTAIL NIGIRI (LUNCH)","DIAMOND THAI","GRUBHUB, SIOUX CITY, IA",7.95
"YELLOWTAIL NIGIRI A LA CARTE","KIKU BISTRO","GRUBHUB, MINNEAPOLIS, MN",6
"YELLOWTAIL NIGIRI AND SASHIMI","SAMURAI JAPANESE CUISINE","GRUBHUB, COLUMBUS, GA",4.99
"YELLOWTAIL NIGIRI AND SASHIMI","YUMMY POKI","GRUBHUB, SMYRNA, TN",4.95
"YELLOWTAIL NIGIRI SASHIMI","KOBE SUSHI & GRILL","GRUBHUB, BENTONVILLE, AR",7.95
"YELLOWTAIL NIGIRI SASHIMI","SAKURA XPRESS JAPANESE GRILL","GRUBHUB, PRINCE FREDERICK, MD",6
"YELLOWTAIL NIGIRI SUSHI","HANA SUSHI MURRIETA","GRUBHUB, MURRIETA, CA",6.75
"YELLOWTAIL NIGIRI SUSHI","KANPAI SUSHI RESTAURANT","GRUBHUB, FAIRBANKS, AK",8.5
"YELLOWTAIL NIGIRI SUSHI","KOBE SUSHI & GRILL","GRUBHUB, BENTONVILLE, AR",5.95
"YELLOWTAIL NIGIRI SUSHI","MINAMI SUSHI STREAMWOOD","GRUBHUB, STREAMWOOD, IL",6
"YELLOWTAIL NIGIRI SUSHI","NIWANO HANA","GRUBHUB, ROCKVILLE, MD",6
"YELLOWTAIL NIGIRI SUSHI","OMOIDE SUSHI & NOODLE BAR","UBEREATS, PHOENIX, AZ",7.95
"YELLOWTAIL NIGIRI SUSHI","SAGAMI","GRUBHUB, IRVINE, CA",7
"YELLOWTAIL NIGIRI SUSHI","SAKURA XPRESS JAPANESE GRILL","GRUBHUB, PRINCE FREDERICK, MD",6
"YELLOWTAIL NIGIRI SUSHI","SAMURAI JAPANESE STEAKHOUSE & SUSHI","GRUBHUB, HENDERSON, NV",5.55
"YELLOWTAIL NIGIRI SUSHI","SAPPORO 2 (OLIVE ST)","GRUBHUB, ST. LOUIS, MO",2.5
"YELLOWTAIL NIGIRI SUSHI","SHOGUN PEKING PALACE","GRUBHUB, FORT SMITH, AR",5.99
"YELLOWTAIL NIGIRI SUSHI","SUPER NINJA JAPANESE SUSHI CUISINE","GRUBHUB, LOS ANGELES, CA",5
"YELLOWTAIL NIGIRI SUSHI","SUSHIYA JAPANESE RESTAURANT","GRUBHUB, SAN DIEGO, CA",6
"YELLOWTAIL NIGIRI SUSHI","UKAI JAPANESE STEAK HOUSE","GRUBHUB, OKEMOS, MI",5
"YELLOWTAIL NIGIRI SUSHI","WILD SUSHI AND RAMEN","GRUBHUB, FORT WORTH, TX",8.25
"YELLOWTAIL NIGIRI SUSHI","YAKIMONO EXPRESS","GRUBHUB, CLARKESVILLE, GA",12
"YELLOWTAIL NIGIRI SUSHI","YAMAFUJI","GRUBHUB, FRONT ROYAL, VA",4.95
"YELLOWTAIL NIGIRI SUSHI","Z SUSHI","GRUBHUB, ALHAMBRA, CA",7.8
"YELLOWTAIL NIGIRI SUSHI   (2PCS)","NONSTOP SUSHI & SAKE BAR","GRUBHUB, SANTA MONICA, CA",5.75
"YELLOWTAIL NIGIRI SUSHI (2)","ANDY's RESTAURANT AND SUSHI, INC","9326 GEORGIA AVENUE, DOORDASH, SILVER SPRING, MD",4.75
"YELLOWTAIL NIGIRI SUSHI ??????","HANAMIZUKI JAPANESE","GRUBHUB, ORLANDO, FL",4
"YELLOWTAIL NIGIRI SUSHI AND SASHIMI","SAKURA AT CORNELIUS","GRUBHUB, CORNELIUS, NC",6.5
"YELLOWTAIL NIGIRI SUSHI LUNCH","Z SUSHI","GRUBHUB, ALHAMBRA, CA",7.8
"YELLOWTAIL NORI TACO","KUMI","BROADWAY, UBEREATS, LOS ANGELES, CA",8
"YELLOWTAIL OKRA","MATSUHISA","DENVER, CO",9
"YELLOWTAIL ON A STICK","KAHUNA TIKI","GRUBHUB, NORTH HOLLYWOOD, CA",9
"YELLOWTAIL ON A STICK","ZOIDBERG PROD TEST","GRUBHUB, THOENY, MI",7
"YELLOWTAIL ON FIRE","ONE JAPANESE SUSHI & GRILL","GRUBHUB, MURRIETA, CA",15.95
"YELLOWTAIL ONION","KAYA ASIAN CUISINE","1640 WEST MISSION BOULEVARD, DOORDASH, POMONA, CA",11.45
"YELLOWTAIL ONION ROLL","TOKYO STEAKHOUSE","LAWRENCE, KS",6
"YELLOWTAIL ONION ROLL","TOKYO SUSHI HOUSE & ASIAN CUISINE","GRUBHUB, MARRERO, LA",4.25
"YELLOWTAIL ONLY SASHIMI APPETIZER","SKY THAI SUSHI","GRUBHUB, FORT LAUDERDALE, FL",18
"YELLOWTAIL ONLY SASHIMI DINNER","SAKURA SUSHI & JAPANESE","GRUBHUB, VIRGINIA BEACH, VA",20.95
"YELLOWTAIL OR ALBACORE JALAPENO SALSA","WA SUSHI & BISTRO","1106 NORTH LA CIENEGA BOULEVARD, DOORDASH, WEST HOLLYWOOD, CA",15
"YELLOWTAIL OR SALMON HEAVEN","THE BLUE FISH JAPANESE RESTAURANT","GRUBHUB, IRVING, TX",16.95
"YELLOWTAIL OR SALMON JALAPENO","SAPPORO","LIVONIA, MI",11.95
"YELLOWTAIL OR SALMON JALAPENO","SUMOU RESTAURANT","553 EAST MAIN STREET, DOORDASH, BAY SHORE, NY",12
"YELLOWTAIL OR SALMON JALAPENO - REGULAR","ARNIE'S RESTAURANTS","CHOWNOW, EDMONDS, WA",13.5
"YELLOWTAIL OR SPICY YELLOWTAIL","KOTOBUKI RESTAURANT","ROSLYN, NY",3
"YELLOWTAIL OR WHITE TUNA JALAPENO","KOTO STEAKHOUSE & SUSHI BAR","GRUBHUB, TAMPA, FL",10
"YELLOWTAIL OR WHITEFISH JALAPENO ROLL","AKASHI JAPANESE RESTAURANT","GRUBHUB, SOUTH MIAMI, FL",8.95
"YELLOWTAIL OSHI","SUSHI X","UBEREATS, USA, PA",10.95
"YELLOWTAIL OSHINKO ROLL","ABACE SUSHI","SEAMLESS, NEW YORK, NY",5.5
"YELLOWTAIL OTORO NIGIRI","KASHIRA JAPANESE RESTAURANT","GRUBHUB, LOS ANGELES, CA",7
"YELLOWTAIL PAGE (THAI CHILI & YUZU)","SUSHI NEATO","GRUBHUB, KATY, TX",7.5
"YELLOWTAIL PAGE SASHIMI","SUSHI NEATO","GRUBHUB, KATY, TX",8.5
"YELLOWTAIL PAGE SUSHI","SUSHI NEATO","GRUBHUB, KATY, TX",7.5
"YELLOWTAIL PARADISE ROLL","TOMO SUSHI JAPANESE FUSION CUISINE","GRUBHUB, NORTHRIDGE, CA",17.45
"YELLOWTAIL PATTY","KAWAII SUSHI","6171 MISSION GORGE ROAD, DOORDASH, SAN DIEGO, CA",6.54
"YELLOWTAIL PENO","HIBASHI","13465 INWOOD ROAD, DOORDASH, DALLAS, TX",19
"YELLOWTAIL PENO","HIBASHI","DALLAS, TX",16.5
"YELLOWTAIL PENO","KOBE GRILL","BENTONVILLE, AR",13.95
"YELLOWTAIL PENO","KOBE SUSHI & GRILL","GRUBHUB, BENTONVILLE, AR",13.95
"YELLOWTAIL PICANTE ROLL","BOP N SUSHI","UBEREATS, WESTWOOD, NJ",18.2
"YELLOWTAIL PICKLED WASABI YUZU AIOLI","ROKA AKOR SCOTTSDALE","SCOTTSDALE, AZ",14
"YELLOWTAIL PINOT GRIGIO 750 ML","BOB'S LIQUOR","GRUBHUB, FULLERTON, CA",9.99
"YELLOWTAIL PINOT GRIGIO 750 ML","CANYON MINI MART","GRUBHUB, CANYON COUNTRY, CA",9.99
"YELLOWTAIL PINOT GRIGIO 750 ML","FRIENDLY MARKET","GRUBHUB, SANTA CLARITA, CA",9.99
"YELLOWTAIL PINOT GRIGIO 750 ML.","CONFETTI MARKET","GRUBHUB, VAN NUYS, CA",9.99
"YELLOWTAIL PINOT GRIGIO 750 ML.","VISTA CHEVRON","GRUBHUB, VISTA, CA",8.39
"YELLOWTAIL PINOT GRIGIO 750ML","OLD GREEN MILL","GRUBHUB, GLENDALE, CA",9.99
"YELLOWTAIL PIZZA","KUMO SUSHI LOUNGE","SEAMLESS, SCARSDALE, NY",15
"YELLOWTAIL PLATES","YUKI SUSHI JAPANESE CUISINE","GRUBHUB, NEWTOWN SQUARE, PA",25.95
"YELLOWTAIL PLATTER","SAKURA GRILL ASHBURN","GRUBHUB, ASHBURN, VA",31.8
"YELLOWTAIL PLATTER","SHOGUN JAPAN","SEAMLESS, HOLLIS, NY",19.49
"YELLOWTAIL PLATTER ENTREE","MITO ASIAN FUSION","SEAMLESS, FOREST HILLS, NY",21
"YELLOWTAIL POKE","BETHPAGE SUSHI","BETHPAGE, NY",12.5
"YELLOWTAIL POKE","CRAZY SUSHI ASIAN BISTRO","GRUBHUB, FAIRFAX, VA",12.95
"YELLOWTAIL POKE","HOME TASTE ASIAN RESTAURANT","GRUBHUB, FLOWER MOUND, TX",11.49
"YELLOWTAIL POKE","ZEN SUSHI & GRILL","GRUBHUB, MCKINNEY, TX",12.95
"YELLOWTAIL POKE BOWL","KASHI JAPANESE LOUNGE","GRUBHUB, HUNTINGTON, NY",12
"YELLOWTAIL POKE BOWL","KOSHER BRAVO PIZZA","SEAMLESS, BROOKLYN, NY",15.5
"YELLOWTAIL POKE BOWL","MOIZA TAPAS & JAPANESE NOODLE","GRUBHUB, CARLSBAD, CA",8
"YELLOWTAIL POKE BOWL","UMI SUSHI & GRILL","GRUBHUB, GRAND RAPIDS, MI",14.99
"YELLOWTAIL POKE SASHIMI","SUSHI KA","GRUBHUB, WILDOMAR, CA",18.95
"YELLOWTAIL POKEY BOWL","SASHIMI FUSION","GRUBHUB, JACKSONVILLE, FL",14.95
"YELLOWTAIL POKI POK","DON SUSHI","GRUBHUB, ALBUQUERQUE, NM",11.82
"YELLOWTAIL POKI SASHIMI","TOKYO SUSHI & BBQ","GRUBHUB, VICTORVILLE, CA",19.95
"YELLOWTAIL POKÉ BOWL","CRAVE SUSHI","UBEREATS, HOUSTON, TX",13.5
"YELLOWTAIL PONZU","BLUFISH SUSHI BISTRO","GRUBHUB, PARK RIDGE, IL",12
"YELLOWTAIL PONZU","DABU SUSHI","GRUBHUB, YPSILANTI, MI",10.95
"YELLOWTAIL PONZU","MASAKARI JAPANESE FUSION","SEAMLESS, BROOKLYN, NY",13
"YELLOWTAIL PONZU - REGULAR","BIEN ME SABE VENEZUELAN AREPA BAR","CHOWNOW, CHICAGO, IL",16
"YELLOWTAIL PONZU - REGULAR","BLUFISH SUSHI","CHOWNOW, GLENVIEW, IL",16
"YELLOWTAIL PONZU JALAPENO","BAY HOUSE BISTRO","SEAMLESS, STATEN ISLAND, NY",13.5
"YELLOWTAIL POPPER","TAKUMI SUSHI & RAMEN","GRUBHUB, OCOEE, FL",12
"YELLOWTAIL POPPERS","FUJIYAMA SUSHI","UBEREATS, ORLANDO, FL",10.79
"YELLOWTAIL RAINBOW","KASAI SUSHI BAR & KITCHEN","6929 EAST 10TH STREET, DOORDASH, INDIANAPOLIS, IN",7.25
"YELLOWTAIL RAW","GOICHI SUSHI CAFE","GRUBHUB, SARASOTA, FL",6.95
"YELLOWTAIL RAW FISH ROLL","MIZU HIBACHI EXPRESS","GRUBHUB, BRADENTON, FL",5.25
"YELLOWTAIL RAW ROLL","AHI SUSHI RAMEN AND GRILL","GRUBHUB, OMAHA, NE",5.95
"YELLOWTAIL RAZOR","SHANGRI LA ASIAN BISTRO & SUSHI BAR","GRUBHUB, LODI, CA",12.95
"YELLOWTAIL RED SNAPPER AVOCADO ROLL","SASHIMI RAMEN EXPRESS","SEAMLESS, NEW YORK, NY",7
"YELLOWTAIL RICE BOWL","FUJI GRILL & SUSHI BAR","GRUBHUB, ROSEMOUNT, MN",12.95
"YELLOWTAIL RIESLIN","VISTA CHEVRON","GRUBHUB, VISTA, CA",14.39
"YELLOWTAIL RIVER ROLL","AH HAI SUSHI & GRILL","GRUBHUB, GOODYEAR, AZ",11.95
"YELLOWTAIL ROBATA","AZUMA SUSHI AND ROBATA BAR - RICE VILLAGE","UBEREATS, HOUSTON, TX",9
"YELLOWTAIL ROILL","ASIAN DRAGON","GRUBHUB, FAYETTEVILLE, NC",4.5
"YELLOWTAIL ROL","HANA STEAK & SUSHI","GRUBHUB, CHATTANOOGA, TN",5.45
"YELLOWTAIL ROLL","212 SUSHI LOUNGE","ROCKVILLE CENTRE, NY",5
"YELLOWTAIL ROLL","52 GU SUSHI","SEAMLESS, NEW YORK, NY",6
"YELLOWTAIL ROLL","528 ASIAN BISTRO","GRUBHUB, FRIENDSWOOD, TX",4.95
"YELLOWTAIL ROLL","77 ASIAN KITCHEN","GRUBHUB, NORTH HOLLYWOOD, CA",6.99
"YELLOWTAIL ROLL","A&A SUSHI HOUSE","GRUBHUB, HAUPPAUGE, NY",5.79
"YELLOWTAIL ROLL","A1 JAPANESE STEAK HOUSE","GRUBHUB, ALLENTOWN, PA",4.95
"YELLOWTAIL ROLL","ADAM'S","NEW YORK, NY",6
"YELLOWTAIL ROLL","ADORIANA SUSHI & ASIAN GRILL","GRUBHUB, MIDLOTHIAN, TX",5.99
"YELLOWTAIL ROLL","ADORIANA SUSHI AND GRILL","GRUBHUB, MIDLOTHIAN, TX",5.49
"YELLOWTAIL ROLL","AH HAI SUSHI & GRILL","GRUBHUB, GOODYEAR, AZ",3.95
"YELLOWTAIL ROLL","AI SUSHI SAKE GRILL","GRUBHUB, DALLAS, TX",7.49
"YELLOWTAIL ROLL","AJA ASIAN CUISINE AND LOUNGE","SKILLMAN, NJ",6
"YELLOWTAIL ROLL","AKASHI","MERRICK, NY",5.5
"YELLOWTAIL ROLL","AKAYA SUSHI IZAKAYA & RAMEN","GRUBHUB, RICHARDSON, TX",6.9
"YELLOWTAIL ROLL","AKEBONO FUSION SUSHI","GRUBHUB, HUNTINGTON, NY",5
"YELLOWTAIL ROLL","AKI JAPANESE CUISINE","GRUBHUB, EAST NORTHPORT, NY",5.5
"YELLOWTAIL ROLL","AKI JAPANESE STEAKHOUSE AND SUSHI","GRUBHUB, CHAMBERSBURG, PA",5.5
"YELLOWTAIL ROLL","AKI STEAK HOUSE & SUSHI","GRUBHUB, HANOVER, PA",5.5
"YELLOWTAIL ROLL","AKI SUSHI BAR AND GRILL","GRUBHUB, YPSILANTI, MI",5.25
"YELLOWTAIL ROLL","AKI SUSHI NY","SEAMLESS, NEW YORK, NY",5
"YELLOWTAIL ROLL","AKIA JAPANESE FUSION","GRUBHUB, BRISTOL, PA",5.85
"YELLOWTAIL ROLL","AKINA SUSHI","SEAMLESS, NEW YORK, NY",5.5
"YELLOWTAIL ROLL","AKITA JAPANESE RESTAURANT","330 WEST FELICITA AVENUE, DOORDASH, ESCONDIDO, CA",5
"YELLOWTAIL ROLL","AKITA SUSHI & JAPANESE STEAKHOUSE","GRUBHUB, SOUTHAVEN, MS",5.69
"YELLOWTAIL ROLL","AKIZU SUSHI BAR AND GRILL","GRUBHUB, FOSTER CITY, CA",3.95
"YELLOWTAIL ROLL","AKO SUSHI AND SEAFOOD","GRUBHUB, TITUSVILLE, FL",7
"YELLOWTAIL ROLL","ALBERTS MANDARIN GOURMET","GRUBHUB, HUNTINGTON, NY",5.95
"YELLOWTAIL ROLL","ALOHA POKE SUSHI","GRUBHUB, BATON ROUGE, LA",5
"YELLOWTAIL ROLL","AMAEBI","ENCINO, CA",5.95
"YELLOWTAIL ROLL","AMERICAN ASIAN","1309 FRANCIS AVENUE, DOORDASH, HALETHORPE, MD",5.75
"YELLOWTAIL ROLL","AMERICAN ASIAN RESTAURANT","GRUBHUB, HALETHORPE, MD",5.75
"YELLOWTAIL ROLL","ANDY SUSHI","NEW YORK, NY",4.85
"YELLOWTAIL ROLL","ANDY's RESTAURANT AND SUSHI, INC","9326 GEORGIA AVENUE, DOORDASH, SILVER SPRING, MD",4.5
"YELLOWTAIL ROLL","ANTAI ASIAN DINING","GRUBHUB, LEXINGTON, SC",6
"YELLOWTAIL ROLL","AOBA JAPANESE RESTAURANT","GRUBHUB, STERLING, VA",5.95
"YELLOWTAIL ROLL","APPARE JAPANESE STEAK HOUSE","URBANDALE, IA",6
"YELLOWTAIL ROLL","ARASHI JAPAN","GRUBHUB, WESTLAKE, OH",6.25
"YELLOWTAIL ROLL","ARIGATO SUSHI","SANTA BARBARA, CA",9
"YELLOWTAIL ROLL","ARIRANG HIBACHI STEAKHOUSE STATEN ISLAND","SEAMLESS, STATEN ISLAND, NY",5.99
"YELLOWTAIL ROLL","ASAHI ALL YOU CAN EAT","GRUBHUB, WASHINGTON, PA",4.95
"YELLOWTAIL ROLL","ASAHI SUSHI","UBEREATS, HOUSTON, TX",3.75
"YELLOWTAIL ROLL","ASIA HAMACHI","SEAMLESS, POUND RIDGE, NY",5.95
"YELLOWTAIL ROLL","ASIAN BISTRO","1606 SOUTH 8TH STREET, DOORDASH, COLORADO SPRINGS, CO",4.5
"YELLOWTAIL ROLL","ASIAN DELITE","893 BLOOMFIELD AVENUE, DOORDASH, WEST CALDWELL, NJ",6.95
"YELLOWTAIL ROLL","ASIAN FUSION","UBEREATS, KENNESAW, GA",6.99
"YELLOWTAIL ROLL","ASIAN FUSION BUFFET","GRUBHUB, APOLLO BEACH, FL",7.47
"YELLOWTAIL ROLL","ASIAN MOON","SEAMLESS, MASSAPEQUA PARK, NY",8.25
"YELLOWTAIL ROLL","ASIAN RIVER #2","GRUBHUB, POOLER, GA",4.95
"YELLOWTAIL ROLL","ASIAN SPICE BISTRO","GRUBHUB, CINCINNATI, OH",6.95
"YELLOWTAIL ROLL","ASIAN STAR NEW CHINESE RESTAURANT","SUWANEE, GA",5
"YELLOWTAIL ROLL","ASIAN TEA HOUSE","GRUBHUB, RENSSELAER, NY",4.95
"YELLOWTAIL ROLL","ASIAN TEA HOUSE","RESSELAER, NY",4.95
"YELLOWTAIL ROLL","ASIAN TOP RESTAURANT","GRUBHUB, GRAPEVINE, TX",6.5
"YELLOWTAIL ROLL","ASURA ASIAN BISTRO","NEW YORK, NY",6.5
"YELLOWTAIL ROLL","AVOCADO CALIFORNIA ROLL & SUSHI","FRISCO, TX",9.99
"YELLOWTAIL ROLL","AYA ASIAN FUSION","GRUBHUB, PHILADELPHIA, PA",4.95
"YELLOWTAIL ROLL","AYA JAPANESE STEAK HOUSE","GRUBHUB, CARLISLE, PA",4.95
"YELLOWTAIL ROLL","AZAN WOK","GRUBHUB, PITTSBURGH, PA",5
"YELLOWTAIL ROLL","AZUMA SUSHI AND ROBATA BAR - RICE VILLAGE","UBEREATS, HOUSTON, TX",7
"YELLOWTAIL ROLL","BAMBOO ASIAN BISTRO","GRUBHUB, FORT LAUDERDALE, FL",6
"YELLOWTAIL ROLL","BAMBOO STEAKHOUSE & SUSHI BAR","GRUBHUB, MOBILE, AL",5.25
"YELLOWTAIL ROLL","BAMBOO TERI HOUSE","LONG BEACH, CA",7.75
"YELLOWTAIL ROLL","BAMBOO YA  (FOREST HILLS)","SEAMLESS, FOREST HILLS, NY",5.25
"YELLOWTAIL ROLL","BAMBOO YA (REGOPARK)","SEAMLESS, QUEENS, NY",4.75
"YELLOWTAIL ROLL","BAMBOOZE SUSHI & BREWHOUSE GRILL","GRUBHUB, WHITTIER, CA",7.99
"YELLOWTAIL ROLL","BAN BAN ASIAN BISTRO","GRUBHUB, ABINGTON, PA",5.5
"YELLOWTAIL ROLL","BANZAI SUSHI","UBEREATS, CA",7.5
"YELLOWTAIL ROLL","BANZAI SUSHI & THAI RESTAURANT","GRUBHUB, MELBOURNE, FL",7.5
"YELLOWTAIL ROLL","BATTER'D & FRIED BOSTON SEAFOOD HOUSE","GRUBHUB, NASHVILLE, TN",6.99
"YELLOWTAIL ROLL","BENICHOPSTICKS","GRUBHUB, CANONSBURG, PA",4.5
"YELLOWTAIL ROLL","BENIHANA","11840 FOUNTAINS WAY, DOORDASH, MAPLE GROVE, MN",7.6
"YELLOWTAIL ROLL","BENIHANA","1318 LOUISIANA STREET, UBEREATS, HOUSTON, TX",6.8
"YELLOWTAIL ROLL","BENIHANA","747 E. BUTTERFIELD ROAD, UBEREATS, LOMBARD, IL",7.2
"YELLOWTAIL ROLL","BENIHANA","7775 BANNER DRIVE, UBEREATS, DALLAS, TX",6.8
"YELLOWTAIL ROLL","BENIHANA","875 NORTH MICHIGAN AVENUE, DOORDASH, CHICAGO, IL",7.6
"YELLOWTAIL ROLL","BENIHANA (CHICAGO)","UBEREATS, CHICAGO, IL",7.6
"YELLOWTAIL ROLL","BENIHANA (HIGHLAND VILLAGE)","UBEREATS, HOUSTON, TX",6.4
"YELLOWTAIL ROLL","BENTAI CUISINE","PHILADELPHIA, PA",5.95
"YELLOWTAIL ROLL","BENTO & NOODLES","GRUBHUB, CHULA VISTA, CA",10.34
"YELLOWTAIL ROLL","BF SUSHI","GRUBHUB, LAS VEGAS, NV",6
"YELLOWTAIL ROLL","BIGTUNA JAPANESE RESTAURANT","GRUBHUB, LANCASTER, CA",9
"YELLOWTAIL ROLL","BLACK SESAME","GRUBHUB, IRVING, TX",7
"YELLOWTAIL ROLL","BLEU MONKEY CAFE","GRUBHUB, SYRACUSE, NY",4.99
"YELLOWTAIL ROLL","BLEU SUSHI","GRUBHUB, PHILADELPHIA, PA",6.95
"YELLOWTAIL ROLL","BLEU SUSHI","UBEREATS, PHILADELPHIA,PA",5.95
"YELLOWTAIL ROLL","BLUE COYOTE CAFE","GRUBHUB, SCOTTSDALE, AZ",12
"YELLOWTAIL ROLL","BLUE FISH","2261 HONOLULU AVENUE, DOORDASH, GLENDALE, CA",7.25
"YELLOWTAIL ROLL","BLUE FISH","GRUBHUB, GLENDALE, CA",7.25
"YELLOWTAIL ROLL","BLUE WASABI SUSHI & MARTINI BAR","GILBERT, AZ",6
"YELLOWTAIL ROLL","BLUEBEI SUSHI & GRILL","GRUBHUB, LAS VEGAS, NV",6
"YELLOWTAIL ROLL","BLUEFIN STEAK HOUSE & SUSHI","GRUBHUB, HOWELL, MI",5.99
"YELLOWTAIL ROLL","BLUEFISH SUSHI & GRILL","GRUBHUB, SANTA ROSA, CA",6.95
"YELLOWTAIL ROLL","BLUFIN SUSHI","GRUBHUB, GROSSE POINTE FARMS, MI",5
"YELLOWTAIL ROLL","BONJUNG JAPANESE RESTAURANT","GRUBHUB, COLLEGEVILLE, PA",6.5
"YELLOWTAIL ROLL","BONSAI FUSION JAPANESE STEAKHOUSE","HOUSTON, TX",5
"YELLOWTAIL ROLL","BONSAI JAPANESE STEAK & SUSHI","GRUBHUB, LAS VEGAS, NV",5.5
"YELLOWTAIL ROLL","BONSAI JAPANESE STEAKHOUSE","GRUBHUB, JACKSON, MS",5
"YELLOWTAIL ROLL","BONSAI JAPANESE STEAKHOUSE","JACKSON, MS",5
"YELLOWTAIL ROLL","BONZAI JAPANESE STEAK AND SUSHI","GRUBHUB, NEW BRAUNFELS, TX",4.95
"YELLOWTAIL ROLL","BUBBLE HUT","DOUGLASVILLE, GA",4
